0,1,2,3,4
온작품 읽기와 그림을 활용한 깊이 있는 수업,15시간,2022.09.28,5점,"4년 휴직 후에 복직을 하고 온작품 읽기(온책읽기)라는 용어를 처음 듣고 생소한 느낌이었습니다. 하지만 동료선생님들은 전문가처럼 척척 온책읽기 수업을 진행하시는 모습이 정말 대단하다는 생각과 부러움이 함께 했습니다. 나도 한번 해보자는 마음으로 이번 연수를 신청하게 되었습니다.
연수 내용은 저학년부터 고학년까지 학생들과 함께 생각을 나눌 수 있는 책을 선정하여 실제 수업에 적용한 모습까지 보여주셔서 정말 도움이 되는 연수였습니다. 책 제목과 활동 등을 수첩에 적어가며 들은 알찬 연수였습니다. 2학기에 학생들과 즐거운 온작품 읽기를 진행해 봐야겠어요.
감사합니다."
수업이 즐거워지는 과학 교과서 활용 꿀팁 (초등 3~4학년),5시간,2022.09.28,5점,이번에 검정교과서로 바뀌면서 어떤 컨텐츠를 이용할까 고민이 많았었는데 이번 연수를 계기로 고민을 해결하게 되었습니다~
지리와 함께하는 인문학 티타임,30시간,2022.09.27,5점,"인문학이라는 말만 들어도 쥐가 나는 느낌인 분들에게 추천하고싶은 강의입니다. 나긋나긋한 목소리와 대화하듯 흘러가는 강의 덕분에 일을 하면서도 새로운 지식을 쌓을 수 있어 너무 좋았습니다. 또한 스토리텔링으로 맥락적인 이해를 할 수 있었고, 작가님의 유년기를 들으며 저의 유년기와 공감,이해할 수 있었던 즐거운 연수였습니다."
손그림과 파워포인트로 교실 속 콘텐츠 만들기,30시간,2022.09.27,5점,"처음에 기초 가르쳐 주실 때만해도 기존의 스토리텔링과 유사하다는 생각을 살짝 했는데 각도별로 모션이 달라지는 부분부터 정말 유익하게 집중해서 들었습니다.
여름방학동안 2학기 수업을 준비하며 어떤 컨텐츠를 만들고 아이들과 활동할 때 수업자료를 흥미롭고 다채롭게 만드는 것을 목표로 연수를 신청하였는데 실제로 참 유익하게 잘 활용하고 있습니다^^
더불어 단체신청 이벤트를 통해 신청했지만 이 기회에 티셀파 연수원 강의가 이렇게 다양하고 질이 좋다는 것도 알게 되어서 참 좋네요."
메이슨의 패턴잉글리쉬,30시간,2022.09.27,5점,여행에서 실제 사용할 수 있는 표현들이 많아서 좋았어요.
초등 저학년 남학생 탐구생활,15시간,2022.09.27,5점,"아들이 둘 있는 엄마이자, 올해 처음으로 저학년을 맡아 남학생들을 이해하고자 해당 연수를 들어보았습니다. 30여년간 여학생, 여자로 살아와서 남자 아이들을 이해하고자 노력하였고, 이번 연수가 많은 도움이 되었습니다.^^"
수업을 살리는 놀이 레시피,30시간,2022.09.27,5점,"저학년 담임을 처음 맡아 아이들과 어떤 놀이를 할지 고민이 많았습니다. 전문적 학습 공동체도 놀이를 주제로 꾸려 보았는데, '수업을 살리는 놀이 레시피' 연수가 많은 도움이 되었습니다. 좋은 연수 감사합니다.^^"
정훈쌤의 뚝딱 칼림바,15시간,2022.09.27,5점,"칼림바 연주를 들으면서 힐링,
칼림바에 대해 천천히 기초부터 화음 넣는 것까지 배울 수 있어서 정말 유익했습니다.
코로나로 인해 1인 1악기였던 리코더를 부르는 것이 어려웠는데, 칼림바를 대체 악기로 음악 시간에 활용하게 되었는데요. 연수를 통해 칼림바 지도에 대한 자신감을 얻고 또 칼림바로 연주되는 음악을 들으며 힐링하는 시간이었습니다. 감사합니다."
English Grammar in Use,30시간,2022.09.27,5점,"그래마인유즈가
영어문법을 공부하는데 딱 좋은 교재인데
이걸 인강으로 들으면서 공부할수 있으니
너무나 유익한 연수였습니다!!"
온작품 읽기와 그림을 활용한 깊이 있는 수업,15시간,2022.09.26,5점,"온작품 읽기와 그림을 이용한 수업을 들었는데요...다양한 책을 통해 어떻게 수업을 구성하는지 아주 자세하게 차시별로 알게 되어 실제 수업 환경에서 그대로 해보기도 하고, 연수 중에 나온 책을 구입해서 읽고 나름의 방법으로 어떻게 수업을 구성할지 생각도 해보았습니다. 다양한 과목에서 관련 주제를 찾아 재구성하는 데에 시간이 꽤 걸렸고 연수를 들으면서 차근차근 재구성 방법에 대해서도 알게 되었습니다. 다음에도 다른 책으로 2탄을 만들어 주셨으면 합니다."
옆반 쌤이 알려주는 꿀팁(온라인 수업편),15시간,2022.09.26,5점,좋아요 꼭 들으세요
그림을 통해 만나는 우리 아이,15시간,2022.09.26,5점,듣기에 너무 좋습니다
당장 따라 할 수 있는 사계절 학급운영+이벤트,15시간,2022.09.26,5점,학기초 들으면 좋은 것같습니다
디바 제시카의 왕초보 영어 따라잡기,15시간,2022.09.26,5점,신나게 영어를 배울 수 있네요 ㅎ
교사를 위한 교실 밖 여행인문학,15시간,2022.09.26,5점,"해외여행을 갈생각이 들어가고 아 맞아 우리나라도 갈곳 정말 많았구나 하는 생각이 들게 하는 연수였습니다. 무식코 가기만 하던 각 지역을 갈곳과 유명한 먹거리를 따로 설명해주어서 좋은 연수 였습니다.
특히아 영양교사인 저에겐 아이들에게 각 지역에서 유명한 음식을 급식에 어떻게 하면 적용할 수 있을까 하는 생각을 많이 하게 하는 연수입니다."
"나이와 신분을 초월한 독립운동, 그 현장을 읽다",30시간,2022.09.26,4점,"연수 내용이 어려웠어요.
앞으로 더 열심히 공부해야겠습니다.
좋은 연수였습니다.
감사합니다."
정훈쌤의 뚝딱 칼림바,15시간,2022.09.25,5점,"칼림바는 악보 보는 것을 어려워하는 아이들도 1, 2, 3 번호로 익힐 수 있고 소리가 잘 나니 배움의 진입 장벽이 매우 낮습니다. 휴대가 간편하고 소리가 아름다워 실로 코로나 시대 최고의 악기라고 봅니다. 연수는 다장조 곡부터 음악 이론과 함께 단계적으로 연습하도록 구성되어 있어 좋았습니다. 전체적인 구성과 느낌을 보려고 눈을 감고 감상을 할 때는 힐링의 시간이 되기도 했습니다. 쉬운 앞부분은 앞으로 아이들 지도에 활용하고, 난이도가 좀 높아지는 뒷부분은 연수가 끝나도 제가 따로 심화 과정처럼 꾸준히 연습하여 멋진 취미생활을 할 수 있을 것 같습니다. 악기 연주도 스포츠처럼 기본기를 튼튼히 다지면서 매일 조금씩 연습해 나가는 것이 중요하니 이제부터는 저의 몫이겠지요."
"상상을 실천으로, 삶을 바꾸는 사회 수업 이야기",5시간,2022.09.22,5점,사회과 수업에 잘 활용해 보겠습니다!
English Grammar in Use 2,30시간,2022.09.22,5점,"모두들 그래머인유즈는 예전부터 잘 아셨을거라 생각해요.
애들 가르치랴, 취미생활하랴 영 놓고있던 영어공부인데
이 강의덕분에 먼지쌓여가던 그래머인유즈 교재를 꺼내서 매일 공부하게 되었네요! 혼자 공부하면 항상 첫번째 챕터만 글씨쓰고 필기한 흔적이 남아있는데, 이 강의 들으면서 공부하니까 끝까지 완독! 완강! 할 수 있어 좋았네요.^^
그래머인유즈는 원어민의 관점에서 영어문법을 자연스럽게 터득할 수 있다는 큰 장점이 있죠~ 강사님이 다양한 예문, 예시로 헷갈리는 부분을 정확하게 짚어주시면서 세심한 티칭을 해주셔서 정말 만족스럽습니다!!!"
왕초보를 위한 캘리그래피,15시간,2022.09.21,5점,"글씨 쓰기를 싫어하는 학생들이 많고, 서예에 대한 무거움을 해소할 수 있는 활동이였습니다. 특히 감정을 글씨에 나타내 글씨와 상징 그림이 학생들에게 흥미로운 활동으로 다가갈 수 있을 것 같습니다.
재미있게 잘 배웠습니다."
기초영어 회화 핵심표현 Real Speaking,30시간,2022.09.19,5점,"항상 영어에 대한 자신감이 부족하여 이번 연수를 신청하였습니다. 자세하고 쉬운 설명과 영어 공부의 기초를 탄탄하게 다질 수 있는 다양한 방법들을 알려 주셔서 많은 도움이 되었습니다. 발음과 억양, 동사의 영영 표현 또한 너무도 유익하였습니다. 감사합니다."
강의의 품격,30시간,2022.09.19,5점,강의 내용도 좋고 지루하지 않아 좋았습니다.
왕초보를 위한 캘리그래피,15시간,2022.09.19,5점,"학생들의 과제에 피드백을 해주거나
응원하는 손편지를 보내주고 싶은데
미술적 소양이 다소 부족하다보니
딱딱하거나 산만한 형태가 되기 쉽상이더라구요....
캘리그래피 연수를 듣고 받은 펜들을 이용해서
따뜻하고 감각적인 손편지, 피드백을 해줄수 있었어요~~
특히 뚝딱뚝딱한 글씨 같지만
돌아보니 감성충만한 캘리크래피가 되는 과정이 신기합니다.
특히 내가 그린 글씨가 예뻐보이니 다행입니다 ㅋㅋㅋㅋ
따뜻한 감성 손편지, 피드백을 희망하시는 선생님께 적극추천합니다!!"
시간을 걷는 인문학,15시간,2022.09.19,5점,"'시간을 걷는 인문학' 제목이 굉장히 시적이지 않나요?
제목부터 인상적인 이 강의는 내용 또한 그렇습니다. 길이 가지는 상징적 의미, 역사와 함께 사람의 삶에 따라 변화하는 모습, 인문적인 지리정보 등.. 길과 사람의 삶을 생각해 볼 수 있는 계기였습니다.
시간을 걷는 인문학으로 과거와 현재를 함께 걸어보세요. 추천합니다."
정훈쌤의 뚝딱 칼림바,15시간,2022.09.19,5점,"유난히 길었던 여름방학 중 만난 칼림바 연수.
마침 티셀파에서 연수 지원으로 칼림바와 악보를 제공한다는 정보를 보고 얼른 신청하게 되었다. 1학기에 동학년 선생님들과 학급운영비로 무엇을 하면 좋을까 고민하다가 칼림바를 사서 지도하면 좋겠다는 의견을 나눴었는데 우연찮게 이런 좋은 혜택과 함께 정훈쌤의 칼림바 연수가 있는 걸 보고 ""이건 우연이 아니야!""라는 생각이 들었다.
개인적으로 음악을 전공한 나는 칼림바가 솔직히 정말 쉬운 악기이고 소리가 작다는 편견을 가지고 학급운영비를 사용해야하나 고민을 많이 하고 있던 중이었다. 실제로 접한 칼림바는 생각보다 연주를 제대로 하려면 노력이 필요했고 곡을 완성했을 때 아름다웠다. 또 복잡했던 머리가 연주에 집중하다보니 정리가 되었다.
솔직히 연수를 듣지 않아도 아이들을 지도할 수 있었을테지만 음악의 완성도를 위해서 칼림바에 대해 체계적으로 지도한 것이 많이 도움이 될 것 같다. 특히 악보프로그램을 통해 내가 필요한 부분을 악보로 만들어 교과서 음악도 아이들과 부수적으로 연주할 수 있으니 악보 뿐 아니라 연습시에도 미리 연주하기 등을 통해 도움을 받을 것 같다.
15년 만에 맡은 6학년. 이제 한 학기만 있으면 졸업해야 한다는 마음에 2학기 시작부터 아쉬운 마음이 많았는데 아이들과 칼림바 연주를 약속했다. 함께 연주한 곡들과 우리의 시간을 추억으로, 아름다운 초등학교의 마무리를 하고 싶다."
7인의 전문의와 함께하는 메디컬 콘서트,30시간,2022.09.15,5점,여러 주제에 대해서 알 수 있는 유익한 시간이였습니다
English Grammar in Use,30시간,2022.09.15,5점,"영어교과서만 하는게 아니라
실생활에서 사용하는 표현들도 가르치는 요즘의 트렌드에 딱이예요~
교과서나 지도서만 나오는 내용에 더해서 이 그래머인유즈에 나오는 것까지 함께 수업에 활용하면 영어전문가처럼 아이들이 불쑥 물어오는 돌발질문들에 대처도 잘 되고, 좀더 원어민의 입장에서 술술 설명할 수 있어서 영어도 더 잘하는 샘이 되는거 같아요.^^ 10월엔 그래머인유즈 강의 2탄도 한번 공부해보려고합니다! 좋은 강의 감사합니다~^^"
통통한 과학이야기 2,15시간,2022.09.15,5점,"정인경 선생님의“통통한 과학이야기”는 과학의 여러 분야를 아우르는 통합적인 내용으로 구성되어 있어 매우 유익합니다.
물리, 화학, 생명과학, 유전공학, 지구과학, 천문학 등 과학 분야는 물론 과학 지식에만 국한된 것이 아니라 인문학적이고 철학적인 시각으로 과학을 사고할 수 있다는 점이 무엇보다 의미있었습니다.
현재 우리에게 닥친 과학적 문제들에 대한 역사적 사실을 바탕으로 고찰하고, 우리의 미래에 대해 생각해 보는 소중한 시간이 되었습니다.
특히, 유전공학 분야의 발달로 인해 유전자와 관련한 유전공학의 기술이 어떻게 사용할 것인가? 하는 문제들이 과학적 사실만이 아닌 우리가 살고 싶은 세상이 어떤 세상인가에 대한 인문학적이고 철학적인 성찰이 필요하다는 것입니다.
이 연수에서 인상적이었던 부분은 과학이 자연 세계에 지식을 발견했지만 사용 설명서가 들어 있지 않아서 인간의 도덕과 가치 판단으로 해야 할 일이라는 부분입니다.
즉 우리는 과학 기술을 잘 사용해야 하며 원자핵, 우생학 등 우리에게 경각심을 일깨워 주는 부분들이 다시금 과학에 대해 생각해 보는 계기가 되었습니다.
과학을 좋아하고 관심있는 한 사람으로서 뿐 아니라 학생들과 함께 하는 교사로서 우리의 삶과 과학이라는 세계에 대해 다양한 시각으로 생각해 볼 수 있는 소중한 연수였습니다.
믿고 듣는 티셀파 연수원, 유익한 연수 감사드립니다! :D"
